user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
bin_m10.mtb109	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Paramuribaculum;s__Paramuribaculum sp001689565	GCF_003762715.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Paramuribaculum;s__Paramuribaculum sp001689565	96.83	0.89	GCF_003762715.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Paramuribaculum;s__Paramuribaculum sp001689565	96.83	0.89	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Paramuribaculum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_001701115.1, s__Paramuribaculum sp001701115, 95.0, 78.03, 0.26; GCA_900551515.1, s__Paramuribaculum sp900551515, 95.0, 77.86, 0.11; GCA_009775605.1, s__Paramuribaculum sp009775605, 95.0, 77.81, 0.11; GCA_000431155.1, s__Paramuribaculum sp000431155, 95.0, 77.6, 0.12; GCA_001689535.1, s__Paramuribaculum sp001689535, 95.0, 77.37, 0.11; GCA_900553585.1, s__Paramuribaculum sp900553585, 95.0, 77.24, 0.08; GCA_900546365.1, s__Paramuribaculum sp900546365, 95.0, 77.22, 0.14; GCF_900752995.1, s__Paramuribaculum sp900752995, 95.0, 77.03, 0.12; GCF_003024925.1, s__Paramuribaculum intestinale, 95.0, 76.98, 0.17; GCF_900760855.1, s__Paramuribaculum sp900760855, 95.0, 76.94, 0.1; GCF_900759915.1, s__Paramuribaculum sp900759915, 95.0, 76.66, 0.11; GCF_900759835.1, s__Paramuribaculum sp900759835, 95.0, 76.62, 0.09	94.98	11	N/A	N/A
bin_m10.mtb12	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__	N/A	N/A	N/A	N/A	N/A	GCA_900554715.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp900554715	80.6	0.6	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__	taxonomic classification defined by topology and ANI	N/A	GCA_009775265.1, s__CAG-873 sp009775265, 95.0, 77.42, 0.11; GCA_004552725.1, s__CAG-873 sp004552725, 95.0, 77.18, 0.1; GCA_900548975.1, s__CAG-873 sp900548975, 95.0, 77.09, 0.14; GCA_009775135.1, s__CAG-873 sp009775135, 95.0, 77.07, 0.1; GCA_002493945.1, s__CAG-873 sp002493945, 95.0, 77.05, 0.14; GCA_004554255.1, s__CAG-873 sp004554255, 95.0, 77.03, 0.07; GCA_009775125.1, s__CAG-873 sp001689665, 95.0, 77.01, 0.14; GCA_900759825.1, s__CAG-873 sp900759825, 95.0, 76.99, 0.08; GCA_004552485.1, s__CAG-873 sp004552485, 95.0, 76.97, 0.13; GCA_004553485.1, s__CAG-873 sp004553485, 95.0, 76.92, 0.15; GCA_009775275.1, s__CAG-873 sp009775275, 95.0, 76.89, 0.14; GCA_900540625.1, s__CAG-873 sp900540625, 95.0, 76.89, 0.09; GCA_003979155.1, s__CAG-873 sp003979155, 95.0, 76.86, 0.12; GCF_011959565.1, s__CAG-873 sp011959565, 95.0, 76.83, 0.12; GCA_001701165.1, s__CAG-873 sp001701165, 95.0, 76.82, 0.09; GCA_009775195.1, s__CAG-873 sp009775195, 95.0, 76.8, 0.13; GCA_900555715.1, s__CAG-873 sp900555715, 95.0, 76.75, 0.1; GCA_009775225.1, s__CAG-873 sp009775225, 95.0, 76.73, 0.13; GCA_002478045.1, s__CAG-873 sp002478045, 95.0, 76.71, 0.1; GCF_900755985.1, s__CAG-873 sp900755985, 95.0, 76.7, 0.11; GCA_900541865.1, s__CAG-873 sp900541865, 95.0, 76.66, 0.13; GCA_001689415.1, s__CAG-873 sp001689415, 95.0, 76.66, 0.11; GCA_002490635.1, s__CAG-873 sp002490635, 95.0, 76.59, 0.1; GCA_900550395.1, s__CAG-873 sp900550395, 95.0, 76.59, 0.11; GCA_002633115.1, s__CAG-873 sp002633115, 95.0, 76.42, 0.09; GCA_002491245.1, s__CAG-873 sp002491245, 95.0, 76.34, 0.1; GCA_900554265.1, s__CAG-873 sp900554265, 95.0, 76.3, 0.15	88.52	11	0.9816369980317398	N/A
bin_m10.mtb135	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__	ANI	N/A	GCF_004570975.1, s__Muribaculum sp001701195, 95.0, 78.62, 0.19; GCA_003150235.1, s__Muribaculum sp003150235, 95.0, 78.19, 0.18; GCF_004803695.1, s__Muribaculum sp002492595, 95.0, 78.08, 0.26; GCA_009177195.1, s__Muribaculum sp009177195, 95.0, 78.05, 0.13; GCF_002201515.1, s__Muribaculum intestinale, 95.0, 78.0, 0.19; GCA_001689405.1, s__Muribaculum arabinoxylanisolvens, 95.0, 77.88, 0.21; GCF_003671795.1, s__Muribaculum sp002358615, 95.0, 77.73, 0.18; GCA_009775095.1, s__Muribaculum sp009775095, 95.0, 77.71, 0.19; GCA_001701065.1, s__Muribaculum sp001701065, 95.0, 77.69, 0.14; GCF_004801635.1, s__Muribaculum sp002473395, 95.0, 77.31, 0.11	94.88	11	0.9469526528746663	N/A
bin_m10.mtb158	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-917;g__CAG-475;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-917;g__CAG-475;s__	ANI	N/A	GCA_900548005.1, s__CAG-475 sp900548005, 95.0, 78.88, 0.13; GCF_900763875.1, s__CAG-475 sp900763875, 95.0, 78.04, 0.15; GCA_002449145.1, s__CAG-475 sp002449145, 95.0, 77.78, 0.13; GCA_900550915.1, s__CAG-475 sp900550915, 95.0, 77.72, 0.12; GCA_002476605.1, s__CAG-475 sp002476605, 95.0, 77.66, 0.15; GCA_900547975.1, s__CAG-475 sp900547975, 95.0, 77.54, 0.13; GCA_002478945.1, s__CAG-475 sp002478945, 95.0, 77.48, 0.16; GCA_002297185.1, s__CAG-475 sp002297185, 95.0, 77.39, 0.13; GCA_900549225.1, s__CAG-475 sp900549225, 95.0, 77.27, 0.12; GCA_000434435.1, s__CAG-475 sp000434435, 95.0, 77.23, 0.14; GCA_900551145.1, s__CAG-475 sp900551145, 95.0, 77.16, 0.15; GCA_900550855.1, s__CAG-475 sp900550855, 95.0, 76.72, 0.14	92.36	11	0.9352209136934849	N/A
bin_m10.mtb172_sub	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__	N/A	N/A	N/A	N/A	N/A	GCF_000577815.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium saudiense	92.45	0.66	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__	taxonomic classification defined by topology and ANI	N/A	GCA_900547475.1, s__Clostridium sp900547475, 95.0, 86.74, 0.59; GCF_004353185.1, s__Clostridium cuniculi, 95.0, 86.59, 0.62; GCA_900540255.1, s__Clostridium sp900540255, 95.0, 86.39, 0.54; GCA_900766315.1, s__Clostridium sp900766315, 95.0, 85.91, 0.63; GCF_000320405.1, s__Clostridium celatum, 95.0, 85.26, 0.55; GCA_900543325.1, s__Clostridium sp900543325, 95.0, 85.1, 0.53; GCF_001405015.1, s__Clostridium disporicum_A, 95.0, 81.87, 0.42; GCF_014287815.1, s__Clostridium sp001916075, 95.0, 81.6, 0.45; GCF_000753455.2, s__Clostridium sp000753455, 95.0, 81.26, 0.43; GCA_000435835.1, s__Clostridium sp000435835, 95.0, 80.67, 0.37; GCA_900759995.1, s__Clostridium sp900759995, 95.0, 80.32, 0.37; GCF_004794105.1, s__Clostridium sartagoforme_B, 95.0, 80.24, 0.4; GCF_900086595.1, s__Clostridium nigeriense, 95.0, 80.22, 0.37; GCF_900217175.1, s__Clostridium tertium, 95.0, 80.22, 0.45; GCF_002327185.1, s__Clostridium chauvoei, 95.0, 80.14, 0.34; GCF_900116755.1, s__Clostridium sp900116755, 95.0, 80.05, 0.31; GCF_002050515.1, s__Clostridium thermobutyricum, 95.0, 79.97, 0.3; GCF_000498355.1, s__Clostridium sp000498355, 95.0, 79.94, 0.31; GCF_006742065.1, s__Clostridium butyricum, 95.0, 79.78, 0.33; GCF_003606265.1, s__Clostridium septicum, 95.0, 79.78, 0.37; GCF_900447045.1, s__Clostridium paraputrificum, 95.0, 79.74, 0.3; GCA_900539375.1, s__Clostridium sp900539375, 95.0, 79.63, 0.32; GCF_012843905.1, s__Clostridium sp012843905, 95.0, 79.41, 0.32; GCF_000401215.1, s__Clostridium sartagoforme_A, 95.0, 79.25, 0.37; GCF_900104115.1, s__Clostridium gasigenes, 95.0, 79.08, 0.31; GCF_000473995.1, s__Clostridium saccharobutylicum, 95.0, 79.05, 0.31; GCF_001458595.1, s__Clostridium neonatale, 95.0, 78.94, 0.37; GCF_002006345.1, s__Clostridium puniceum, 95.0, 78.3, 0.3; GCF_000621745.1, s__Clostridium beijerinckii_A, 95.0, 77.85, 0.02; GCF_000340885.1, s__Clostridium saccharoperbutylacetonicum, 95.0, 77.78, 0.3	52.35	11	0.9937688095524442	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bin_m10.mtb180	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-552;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-552;g__;s__	taxonomic novelty determined using RED	N/A	N/A	91.38	11	0.794330373188187	N/A
bin_m10.mtb18_sub	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA11940;s__	N/A	N/A	N/A	N/A	N/A	GCA_003979335.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA11940;s__UBA11940 sp003979335	77.4	0.32	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA11940;s__	taxonomic classification defined by topology and ANI	N/A	GCA_013316055.1, s__UBA11940 sp013316055, 95.0, 77.4, 0.33; GCA_003503945.1, s__UBA11940 sp003503945, 95.0, 77.32, 0.2; GCA_900549005.1, s__UBA11940 sp900549005, 95.0, 77.21, 0.13	88.9	11	0.967849886891827	N/A
bin_m10.mtb200	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__	N/A	N/A	N/A	N/A	N/A	GCF_004801635.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum sp002473395	77.74	0.29	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__	taxonomic classification defined by topology and ANI	N/A	GCF_002201515.1, s__Muribaculum intestinale, 95.0, 77.62, 0.19; GCA_003150235.1, s__Muribaculum sp003150235, 95.0, 77.24, 0.14; GCA_009177195.1, s__Muribaculum sp009177195, 95.0, 77.21, 0.13; GCA_001689405.1, s__Muribaculum arabinoxylanisolvens, 95.0, 77.2, 0.15; GCF_004570975.1, s__Muribaculum sp001701195, 95.0, 77.17, 0.15; GCF_004803695.1, s__Muribaculum sp002492595, 95.0, 77.14, 0.2; GCF_003671795.1, s__Muribaculum sp002358615, 95.0, 76.97, 0.11; GCA_009775095.1, s__Muribaculum sp009775095, 95.0, 76.64, 0.13; GCA_001701065.1, s__Muribaculum sp001701065, 95.0, 76.4, 0.09	87.97	11	0.9842807469669312	N/A
bin_m10.mtb203	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UMGS1004;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UMGS1004;s__	ANI	N/A	GCA_900547645.1, s__UMGS1004 sp900547645, 95.0, 77.6, 0.19; GCF_900761685.1, s__UMGS1004 sp900761685, 95.0, 77.1, 0.2; GCA_003343805.1, s__UMGS1004 sp003343805, 95.0, 76.73, 0.09	83.48	11	0.9402983288134282	N/A
bin_m10.mtb248	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA11940;s__	N/A	N/A	N/A	N/A	N/A	GCA_013316055.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA11940;s__UBA11940 sp013316055	77.65	0.23	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA11940;s__	taxonomic classification defined by topology and ANI	N/A	GCA_003503945.1, s__UBA11940 sp003503945, 95.0, 76.99, 0.14	90.91	11	0.9599298905569078	N/A
bin_m10.mtb37	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__;s__	taxonomic novelty determined using RED	N/A	N/A	95.43	11	0.8319997521230372	N/A
bin_m10.mtb58	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	85.51	11	0.8963107397610249	N/A
bin_m10.mtb70	d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__UMGS268;s__	N/A	N/A	N/A	N/A	N/A	GCA_900540705.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__UMGS268;s__UMGS268 sp900540705	78.37	0.33	d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__UMGS268;s__	taxonomic classification defined by topology and ANI	N/A	N/A	91.68	11	0.9633114630757184	N/A
bin_m10.mtb71	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UBA3700;g__RACS-045;s__	N/A	N/A	N/A	N/A	N/A	GCA_013316135.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UBA3700;g__RACS-045;s__RACS-045 sp013316135	79.21	0.46	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UBA3700;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	91.9	11	0.9640179271312114	N/A
bin_m10.mtb86	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__	N/A	N/A	N/A	N/A	N/A	GCA_900554715.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp900554715	77.54	0.16	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__	taxonomic classification defined by topology and ANI	N/A	GCF_011959565.1, s__CAG-873 sp011959565, 95.0, 77.74, 0.08; GCA_009775275.1, s__CAG-873 sp009775275, 95.0, 77.6, 0.08; GCA_002493945.1, s__CAG-873 sp002493945, 95.0, 77.52, 0.11; GCA_004552725.1, s__CAG-873 sp004552725, 95.0, 77.48, 0.09; GCA_900548975.1, s__CAG-873 sp900548975, 95.0, 77.44, 0.13; GCA_001689415.1, s__CAG-873 sp001689415, 95.0, 77.35, 0.1; GCA_900555715.1, s__CAG-873 sp900555715, 95.0, 77.32, 0.12; GCA_900541865.1, s__CAG-873 sp900541865, 95.0, 77.26, 0.11; GCF_900755985.1, s__CAG-873 sp900755985, 95.0, 77.25, 0.1; GCA_009775195.1, s__CAG-873 sp009775195, 95.0, 77.2, 0.09; GCA_009775265.1, s__CAG-873 sp009775265, 95.0, 77.19, 0.11; GCA_004552485.1, s__CAG-873 sp004552485, 95.0, 77.13, 0.1; GCA_009775125.1, s__CAG-873 sp001689665, 95.0, 77.11, 0.12; GCA_002491245.1, s__CAG-873 sp002491245, 95.0, 77.1, 0.08; GCA_009775225.1, s__CAG-873 sp009775225, 95.0, 77.09, 0.1; GCA_900550395.1, s__CAG-873 sp900550395, 95.0, 77.07, 0.09; GCA_003979155.1, s__CAG-873 sp003979155, 95.0, 77.01, 0.1; GCA_004553485.1, s__CAG-873 sp004553485, 95.0, 76.99, 0.1; GCA_900540625.1, s__CAG-873 sp900540625, 95.0, 76.8, 0.06; GCA_002633115.1, s__CAG-873 sp002633115, 95.0, 76.71, 0.07; GCA_002490635.1, s__CAG-873 sp002490635, 95.0, 76.58, 0.1	94.86	11	0.9551374344203678	N/A
