user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
C04M3_subsampled_20Gb_bin.41	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum sp002492595	GCF_004803695.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum sp002492595	96.05	0.88	GCF_004803695.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum sp002492595	96.05	0.88	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_002201515.1, s__Muribaculum intestinale, 95.0, 79.38, 0.2; GCF_003671795.1, s__Muribaculum sp002358615, 95.0, 78.89, 0.23; GCA_001689405.1, s__Muribaculum arabinoxylanisolvens, 95.0, 78.8, 0.27; GCF_004801635.1, s__Muribaculum sp002473395, 95.0, 78.64, 0.11; GCA_003150235.1, s__Muribaculum sp003150235, 95.0, 78.52, 0.24; GCF_004570975.1, s__Muribaculum sp001701195, 95.0, 78.51, 0.24; GCA_009177195.1, s__Muribaculum sp009177195, 95.0, 78.14, 0.19; GCA_009775095.1, s__Muribaculum sp009775095, 95.0, 78.06, 0.24; GCA_001701065.1, s__Muribaculum sp001701065, 95.0, 77.63, 0.23	96.51	11	N/A	N/A
C04M3_subsampled_20Gb_bin.42	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__	ANI	N/A	GCF_011959105.1, s__Acetatifactor sp011959105, 95.0, 79.03, 0.14; GCF_900248245.1, s__Acetatifactor muris, 95.0, 78.7, 0.19; GCF_003612485.1, s__Acetatifactor sp003612485, 95.0, 78.52, 0.15; GCF_003584705.1, s__Acetatifactor sp900066565, 95.0, 77.39, 0.11; GCF_900755865.1, s__Acetatifactor sp900755865, 95.0, 77.36, 0.25; GCA_003447295.1, s__Acetatifactor sp003447295, 95.0, 77.31, 0.12; GCA_002431915.1, s__Acetatifactor sp002431915, 95.0, 77.23, 0.12; GCF_900772845.1, s__Acetatifactor sp900772845, 95.0, 77.21, 0.13; GCA_014337175.1, s__Acetatifactor sp900066365, 95.0, 77.2, 0.13; GCF_900766575.1, s__Acetatifactor sp900766575, 95.0, 77.18, 0.15; GCA_900320485.1, s__Acetatifactor sp900320485, 95.0, 77.15, 0.06; GCA_002490995.1, s__Acetatifactor sp002490995, 95.0, 77.11, 0.11; GCA_900554205.1, s__Acetatifactor sp900554205, 95.0, 77.08, 0.14; GCF_900771995.1, s__Acetatifactor sp900771995, 95.0, 77.05, 0.15; GCF_900760705.1, s__Acetatifactor sp900760705, 95.0, 76.99, 0.09; GCA_009177215.1, s__Acetatifactor sp009177215, 95.0, 76.91, 0.18; GCA_002368865.1, s__Acetatifactor sp002368865, 95.0, 76.85, 0.1; GCA_902766425.1, s__Acetatifactor sp902766425, 95.0, 76.49, 0.08; GCA_902796105.1, s__Acetatifactor sp902796105, 95.0, 76.43, 0.14; GCA_002314715.1, s__Acetatifactor sp002314715, 95.0, 76.39, 0.07	93.11	11	0.951966654945224	N/A
C04M3_subsampled_20Gb_bin.43	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	92.02	11	0.9264922234463808	N/A
C04M3_subsampled_20Gb_bin.44	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium cocleatum	GCF_900102365.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium cocleatum	98.24	0.87	GCF_900102365.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium cocleatum	98.24	0.87	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000508865.1, s__Erysipelatoclostridium sp000508865, 95.0, 82.8, 0.63; GCF_000686665.1, s__Erysipelatoclostridium saccharogumia, 95.0, 82.56, 0.64; GCF_000154805.1, s__Erysipelatoclostridium spiroforme, 95.0, 81.68, 0.56; GCF_014131695.1, s__Erysipelatoclostridium ramosum, 95.0, 81.21, 0.51; GCF_002160495.1, s__Erysipelatoclostridium sp002160495, 95.0, 80.13, 0.42	92.91	11	N/A	N/A
C04M3_subsampled_20Gb_bin.45	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus sp000403395	GCF_000403395.2	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus sp000403395	98.53	0.95	GCF_000403395.2	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus sp000403395	98.53	0.95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003612625.1, s__Anaerotruncus sp003612625, 95.0, 78.48, 0.06; GCF_900199635.1, s__Anaerotruncus massiliensis, 95.0, 78.09, 0.21; GCF_900186535.1, s__Anaerotruncus massiliensis_A, 95.0, 77.92, 0.12; GCA_014385085.1, s__Anaerotruncus sp014385085, 95.0, 77.38, 0.06; GCF_000154565.1, s__Anaerotruncus colihominis, 95.0, 77.31, 0.11; GCF_900078395.1, s__Anaerotruncus rubiinfantis, 95.0, 77.27, 0.17; GCF_010206195.1, s__Anaerotruncus colihominis_A, 95.0, 77.01, 0.13	68.1	11	N/A	N/A
C04M3_subsampled_20Gb_bin.46	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UBA3700;g__RACS-045;s__	N/A	N/A	N/A	N/A	N/A	GCA_013316135.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UBA3700;g__RACS-045;s__RACS-045 sp013316135	78.6	0.29	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UBA3700;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	91.7	11	0.9465223889793889	N/A
C04M3_subsampled_20Gb_bin.47	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__	N/A	N/A	N/A	N/A	N/A	GCA_002499945.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__TF01-11 sp002499945	83.47	0.68	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__	taxonomic classification defined by topology and ANI	N/A	GCA_009774235.1, s__TF01-11 sp009774235, 95.0, 81.9, 0.53; GCA_002493085.1, s__TF01-11 sp002493085, 95.0, 80.03, 0.46; GCA_002361175.1, s__TF01-11 sp002361175, 95.0, 79.04, 0.44; GCF_003611745.1, s__TF01-11 sp003611745, 95.0, 78.16, 0.11; GCF_003612285.1, s__TF01-11 sp003612285, 95.0, 77.9, 0.13; GCA_014384965.1, s__TF01-11 sp003149875, 95.0, 77.5, 0.09; GCF_003478335.1, s__TF01-11 sp003529475, 95.0, 77.28, 0.07; GCF_900759665.1, s__TF01-11 sp900759665, 95.0, 77.22, 0.05; GCF_003478445.1, s__TF01-11 sp003524945, 95.0, 77.18, 0.04; GCF_001414325.1, s__TF01-11 sp001414325, 95.0, 77.16, 0.12; GCA_000436755.1, s__TF01-11 sp000436755, 95.0, 76.99, 0.15; GCF_003481585.1, s__TF01-11 sp001916135, 95.0, 76.97, 0.06; GCA_902788645.1, s__TF01-11 sp902788645, 95.0, 76.65, 0.06; GCA_902795775.1, s__TF01-11 sp902795775, 95.0, 76.05, 0.06; GCA_902795705.1, s__TF01-11 sp902795705, 95.0, 76.04, 0.04	92.81	11	0.9810044558461644	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
C04M3_subsampled_20Gb_bin.48	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp000403435	GCF_000403435.2	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp000403435	98.56	0.87	GCF_000403435.2	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp000403435	98.56	0.87	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900544955.1, s__Dysosmobacter sp900544955, 95.0, 82.21, 0.48; GCA_009774015.1, s__Dysosmobacter sp009774015, 95.0, 82.17, 0.53; GCA_009773995.1, s__Dysosmobacter sp009773995, 95.0, 81.82, 0.52; GCA_900770295.1, s__Dysosmobacter sp900770295, 95.0, 81.77, 0.43; GCA_004558115.1, s__Dysosmobacter sp004558115, 95.0, 81.37, 0.52; GCF_005121165.1, s__Dysosmobacter welbionis, 95.0, 81.04, 0.39; GCA_900556925.1, s__Dysosmobacter sp900556925, 95.0, 80.9, 0.48; GCA_900548505.1, s__Dysosmobacter sp900548505, 95.0, 80.88, 0.44; GCA_900551885.1, s__Dysosmobacter sp900551885, 95.0, 80.78, 0.5; GCA_900752075.1, s__Dysosmobacter sp900752075, 95.0, 80.73, 0.37; GCA_900546705.1, s__Dysosmobacter sp900546705, 95.0, 80.58, 0.47; GCA_900554425.1, s__Dysosmobacter sp900554425, 95.0, 80.41, 0.52; GCA_000436875.1, s__Dysosmobacter sp000436875, 95.0, 80.23, 0.44; GCA_004553545.1, s__Dysosmobacter sp004553545, 95.0, 80.03, 0.39; GCA_900763685.1, s__Dysosmobacter sp900763685, 95.0, 79.89, 0.46; GCA_900550685.1, s__Dysosmobacter sp900550685, 95.0, 79.72, 0.45; GCA_900544615.1, s__Dysosmobacter sp900544615, 95.0, 79.28, 0.36; GCF_014297375.1, s__Dysosmobacter sp014297375, 95.0, 79.27, 0.3; GCF_014297285.1, s__Dysosmobacter sp001916835, 95.0, 79.2, 0.28; GCA_900544105.1, s__Dysosmobacter sp900544105, 95.0, 78.81, 0.35; GCF_900115635.1, s__Dysosmobacter sp900115635, 95.0, 78.67, 0.28; GCA_900542115.1, s__Dysosmobacter sp900542115, 95.0, 78.53, 0.35	76.37	11	N/A	Genome has more than 15.0% of markers with multiple hits
C04M3_subsampled_20Gb_bin.49	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__	ANI	N/A	GCA_009774015.1, s__Dysosmobacter sp009774015, 95.0, 88.82, 0.58; GCA_009773995.1, s__Dysosmobacter sp009773995, 95.0, 87.02, 0.63; GCA_900544955.1, s__Dysosmobacter sp900544955, 95.0, 80.87, 0.37; GCF_000403435.2, s__Dysosmobacter sp000403435, 95.0, 80.86, 0.49; GCA_900770295.1, s__Dysosmobacter sp900770295, 95.0, 79.79, 0.36; GCF_005121165.1, s__Dysosmobacter welbionis, 95.0, 79.75, 0.35; GCA_004558115.1, s__Dysosmobacter sp004558115, 95.0, 79.52, 0.28; GCA_900546705.1, s__Dysosmobacter sp900546705, 95.0, 79.26, 0.27; GCA_900556925.1, s__Dysosmobacter sp900556925, 95.0, 79.23, 0.24; GCA_900551885.1, s__Dysosmobacter sp900551885, 95.0, 79.21, 0.28; GCA_900548505.1, s__Dysosmobacter sp900548505, 95.0, 79.08, 0.31; GCA_900554425.1, s__Dysosmobacter sp900554425, 95.0, 78.91, 0.29; GCA_000436875.1, s__Dysosmobacter sp000436875, 95.0, 78.84, 0.27; GCA_900752075.1, s__Dysosmobacter sp900752075, 95.0, 78.81, 0.17; GCA_900550685.1, s__Dysosmobacter sp900550685, 95.0, 78.74, 0.24; GCF_014297285.1, s__Dysosmobacter sp001916835, 95.0, 78.71, 0.23; GCA_004553545.1, s__Dysosmobacter sp004553545, 95.0, 78.62, 0.25; GCA_900544615.1, s__Dysosmobacter sp900544615, 95.0, 78.54, 0.21; GCA_900544105.1, s__Dysosmobacter sp900544105, 95.0, 78.48, 0.19; GCF_014297375.1, s__Dysosmobacter sp014297375, 95.0, 78.24, 0.25; GCA_900763685.1, s__Dysosmobacter sp900763685, 95.0, 78.16, 0.2; GCF_900115635.1, s__Dysosmobacter sp900115635, 95.0, 78.0, 0.21; GCA_900542115.1, s__Dysosmobacter sp900542115, 95.0, 77.63, 0.19	57.14	11	0.9901011734561754	N/A
C04M3_subsampled_20Gb_bin.5	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502;s__	N/A	N/A	N/A	N/A	N/A	GCF_003611875.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502;s__UBA9502 sp003611875	86.95	0.76	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502;s__	taxonomic classification defined by topology and ANI	N/A	GCF_003669055.1, s__UBA9502 sp003669055, 95.0, 79.26, 0.31; GCF_009911065.1, s__UBA9502 sp009911065, 95.0, 78.85, 0.38; GCA_900538475.1, s__UBA9502 sp900538475, 95.0, 77.33, 0.15; GCA_900540335.1, s__UBA9502 sp900540335, 95.0, 77.31, 0.16; GCA_004554205.1, s__UBA9502 sp004554205, 95.0, 77.02, 0.1; GCF_003481825.1, s__UBA9502 sp003481825, 95.0, 76.87, 0.07; GCF_003478505.1, s__UBA9502 sp003478505, 95.0, 76.84, 0.08; GCF_003481985.1, s__UBA9502 sp003506385, 95.0, 76.68, 0.09; GCA_900555625.1, s__UBA9502 sp900555625, 95.0, 76.64, 0.07; GCF_003480315.1, s__UBA9502 sp003480315, 95.0, 76.55, 0.09; GCF_900770535.1, s__UBA9502 sp900770535, 95.0, 76.26, 0.11	69.68	11	0.98914177132154	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
C04M3_subsampled_20Gb_bin.50	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__	N/A	N/A	N/A	N/A	N/A	GCA_900759825.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp900759825	77.25	0.15	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__	taxonomic classification defined by topology and ANI	N/A	GCA_009775135.1, s__CAG-873 sp009775135, 95.0, 77.98, 0.16; GCA_009775125.1, s__CAG-873 sp001689665, 95.0, 77.97, 0.14; GCF_011959565.1, s__CAG-873 sp011959565, 95.0, 77.72, 0.13; GCA_004552725.1, s__CAG-873 sp004552725, 95.0, 77.54, 0.15; GCA_900548975.1, s__CAG-873 sp900548975, 95.0, 77.43, 0.16; GCA_002493945.1, s__CAG-873 sp002493945, 95.0, 77.34, 0.15; GCA_004554255.1, s__CAG-873 sp004554255, 95.0, 77.28, 0.13; GCA_004553485.1, s__CAG-873 sp004553485, 95.0, 77.24, 0.16; GCA_001689415.1, s__CAG-873 sp001689415, 95.0, 77.23, 0.13; GCA_003979155.1, s__CAG-873 sp003979155, 95.0, 77.21, 0.12; GCA_900550395.1, s__CAG-873 sp900550395, 95.0, 77.17, 0.14; GCA_009775275.1, s__CAG-873 sp009775275, 95.0, 77.17, 0.15; GCA_900541865.1, s__CAG-873 sp900541865, 95.0, 77.12, 0.13; GCA_002633115.1, s__CAG-873 sp002633115, 95.0, 77.05, 0.09; GCA_002490635.1, s__CAG-873 sp002490635, 95.0, 77.01, 0.14; GCA_009775265.1, s__CAG-873 sp009775265, 95.0, 76.99, 0.13; GCA_900554265.1, s__CAG-873 sp900554265, 95.0, 76.98, 0.17; GCA_009775225.1, s__CAG-873 sp009775225, 95.0, 76.98, 0.17; GCA_004552485.1, s__CAG-873 sp004552485, 95.0, 76.97, 0.14; GCA_900555715.1, s__CAG-873 sp900555715, 95.0, 76.95, 0.1; GCA_009775195.1, s__CAG-873 sp009775195, 95.0, 76.79, 0.16; GCF_900755985.1, s__CAG-873 sp900755985, 95.0, 76.79, 0.1; GCA_002478045.1, s__CAG-873 sp002478045, 95.0, 76.71, 0.1; GCA_009775535.1, s__CAG-873 sp009775535, 95.0, 76.68, 0.08; GCA_900554715.1, s__CAG-873 sp900554715, 95.0, 76.66, 0.12; GCA_900540625.1, s__CAG-873 sp900540625, 95.0, 76.6, 0.09; GCA_002491245.1, s__CAG-873 sp002491245, 95.0, 76.45, 0.12; GCA_900759845.1, s__CAG-873 sp900759845, 95.0, 76.43, 0.1; GCA_001701165.1, s__CAG-873 sp001701165, 95.0, 76.4, 0.08	96.98	11	0.9709020935159258	N/A
C04M3_subsampled_20Gb_bin.51	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA11940;s__UBA11940 sp003979335	GCA_003979335.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA11940;s__UBA11940 sp003979335	97.78	0.92	GCA_003979335.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA11940;s__UBA11940 sp003979335	97.78	0.92	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA11940;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_013316055.1, s__UBA11940 sp013316055, 95.0, 77.75, 0.3; GCA_003503945.1, s__UBA11940 sp003503945, 95.0, 77.02, 0.18; GCA_900549005.1, s__UBA11940 sp900549005, 95.0, 76.91, 0.12	93.27	11	N/A	N/A
C04M3_subsampled_20Gb_bin.52	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UMGS1872;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UMGS1872;s__	ANI	N/A	GCA_009774055.1, s__UMGS1872 sp009774055, 95.0, 80.26, 0.48; GCA_014237695.1, s__UMGS1872 sp014237695, 95.0, 80.18, 0.46; GCA_902373635.1, s__UMGS1872 sp902373635, 95.0, 79.17, 0.29; GCA_900549475.1, s__UMGS1872 sp900549475, 95.0, 78.38, 0.26; GCA_900555795.1, s__UMGS1872 sp900555795, 95.0, 78.04, 0.28	95.87	11	0.9713017300846385	N/A
C04M3_subsampled_20Gb_bin.53	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp002491305	GCF_004102785.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp002491305	98.77	0.93	GCF_004102785.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp002491305	98.77	0.93	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900759895.1, s__UBA7173 sp900759895, 95.0, 82.82, 0.62; GCA_900552325.1, s__UBA7173 sp900552325, 95.0, 82.01, 0.66; GCA_900555165.1, s__UBA7173 sp900555165, 95.0, 79.34, 0.35; GCF_004102805.1, s__UBA7173 sp004102805, 95.0, 79.12, 0.19; GCA_900545955.1, s__UBA7173 sp900545955, 95.0, 78.81, 0.24; GCA_900546835.1, s__UBA7173 sp900546835, 95.0, 78.65, 0.26; GCA_001701135.1, s__UBA7173 sp001701135, 95.0, 78.46, 0.27; GCA_001689685.1, s__UBA7173 sp001689685, 95.0, 78.45, 0.26; GCA_004557825.1, s__UBA7173 sp004557825, 95.0, 78.33, 0.26; GCA_900540205.1, s__UBA7173 sp900540205, 95.0, 78.13, 0.25; GCA_001915385.1, s__UBA7173 sp001915385, 95.0, 77.9, 0.16; GCA_900548705.1, s__UBA7173 sp900548705, 95.0, 77.84, 0.23; GCA_013316535.1, s__UBA7173 sp013316535, 95.0, 77.67, 0.2; GCA_001689485.1, s__UBA7173 sp001689485, 95.0, 77.62, 0.18; GCA_013316675.1, s__UBA7173 sp013316675, 95.0, 77.48, 0.14; GCF_900768685.1, s__UBA7173 sp900768685, 95.0, 76.19, 0.04	96.15	11	N/A	N/A
C04M3_subsampled_20Gb_bin.54	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__	ANI	N/A	GCF_000492175.1, s__Lawsonibacter sp000492175, 95.0, 85.82, 0.64; GCF_009911595.1, s__Lawsonibacter sp009911595, 95.0, 85.3, 0.64; GCF_003612335.1, s__Lawsonibacter sp003612335, 95.0, 84.51, 0.63; GCF_009911645.1, s__Lawsonibacter sp009911645, 95.0, 83.45, 0.6; GCF_009917615.1, s__Lawsonibacter sp009917615, 95.0, 83.19, 0.61; GCF_002160305.1, s__Lawsonibacter sp002160305, 95.0, 81.52, 0.46; GCA_900549405.1, s__Lawsonibacter sp900549405, 95.0, 81.36, 0.45; GCA_900550705.1, s__Lawsonibacter sp900550705, 95.0, 81.34, 0.55; GCF_014287875.1, s__Lawsonibacter sp014287875, 95.0, 80.99, 0.43; GCA_900545895.1, s__Lawsonibacter sp900545895, 95.0, 80.99, 0.39; GCF_003478995.1, s__Lawsonibacter sp003478995, 95.0, 80.71, 0.44; GCA_900553135.1, s__Lawsonibacter sp900553135, 95.0, 80.69, 0.41; GCF_902363045.1, s__Lawsonibacter sp902363045, 95.0, 80.5, 0.42; GCF_002161175.1, s__Lawsonibacter sp002161175, 95.0, 80.48, 0.35; GCA_900766145.1, s__Lawsonibacter sp900766145, 95.0, 80.21, 0.36; GCF_003573975.1, s__Lawsonibacter sp900066825, 95.0, 80.15, 0.43; GCF_003112755.1, s__Lawsonibacter asaccharolyticus, 95.0, 80.14, 0.4; GCA_900764755.1, s__Lawsonibacter sp900764755, 95.0, 79.92, 0.38; GCF_008727735.1, s__Lawsonibacter sp000177015, 95.0, 79.75, 0.38; GCF_902362775.1, s__Lawsonibacter sp900066645, 95.0, 79.55, 0.37; GCA_900763995.1, s__Lawsonibacter sp900763995, 95.0, 78.65, 0.37; GCA_900754605.1, s__Lawsonibacter sp900754605, 95.0, 78.4, 0.23	80.42	11	0.9840187521240751	N/A
