user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
ERR4303147bin.12	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-451;s__	N/A	N/A	N/A	N/A	N/A	GCF_900760545.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-451;s__CAG-451 sp900760545	86.89	0.65	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-451;s__	taxonomic classification defined by topology and ANI	N/A	GCA_000438295.1, s__CAG-451 sp000438295, 95.0, 78.12, 0.33; GCF_900758495.1, s__CAG-451 sp900758495, 95.0, 77.19, 0.28	83.34	11	0.9884272356700595	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
ERR4303147bin.39	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__CAG-274;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	97.02	11	0.7257319728765608	N/A
ERR4303147bin.44	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-594;s__	N/A	N/A	N/A	N/A	N/A	GCF_900759985.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-594;s__CAG-594 sp900759985	77.98	0.28	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-594;s__	taxonomic classification defined by topology and ANI	N/A	GCF_900766325.1, s__CAG-594 sp900766325, 95.0, 79.63, 0.53; GCF_900771805.1, s__CAG-594 sp900771805, 95.0, 78.87, 0.42; GCA_000434835.1, s__CAG-594 sp000434835, 95.0, 78.79, 0.49; GCF_900772415.1, s__CAG-594 sp900772415, 95.0, 78.77, 0.46; GCA_900547225.1, s__CAG-594 sp900547225, 95.0, 78.67, 0.46; GCA_902795755.1, s__CAG-594 sp902795755, 95.0, 77.18, 0.25	77.31	11	0.9657767296538448	N/A
ERR4303147bin.48	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UBA1242;g__UBA4626;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UBA1242;g__;s__	taxonomic novelty determined using RED	N/A	N/A	73.95	11	0.9446421107430323	N/A
ERR4303147bin.52	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UBA1242;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UBA1242;g__;s__	taxonomic novelty determined using RED	N/A	N/A	84.22	11	0.8872535710961754	N/A
ERR4303147bin.54	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__	ANI	N/A	GCA_001915995.1, s__CAG-269 sp001915995, 95.0, 81.99, 0.63; GCA_003525075.1, s__CAG-269 sp003525075, 95.0, 81.68, 0.54; GCA_900555615.1, s__CAG-269 sp900555615, 95.0, 80.27, 0.44; GCA_001916055.1, s__CAG-269 sp001916055, 95.0, 79.82, 0.46; GCF_900754285.1, s__CAG-269 sp900754285, 95.0, 78.5, 0.3; GCA_000431335.1, s__CAG-269 sp000431335, 95.0, 78.46, 0.37; GCA_900554565.1, s__CAG-269 sp900554565, 95.0, 78.43, 0.34; GCF_900760175.1, s__CAG-269 sp900760175, 95.0, 78.28, 0.34; GCF_900753165.1, s__CAG-269 sp900753165, 95.0, 78.27, 0.37; GCA_900553985.1, s__CAG-269 sp900553985, 95.0, 78.25, 0.33; GCA_902760765.1, s__CAG-269 sp902760765, 95.0, 78.17, 0.4; GCA_900552555.1, s__CAG-269 sp900552555, 95.0, 78.16, 0.31; GCA_001916005.1, s__CAG-269 sp001916005, 95.0, 78.12, 0.4; GCA_900556695.1, s__CAG-269 sp900556695, 95.0, 78.07, 0.39; GCA_900551615.1, s__CAG-269 sp900551615, 95.0, 78.06, 0.34; GCA_900557115.1, s__CAG-269 sp900557115, 95.0, 78.04, 0.4; GCA_900556345.1, s__CAG-269 sp900556345, 95.0, 78.0, 0.33; GCA_001916065.1, s__CAG-269 sp001916065, 95.0, 77.97, 0.34; GCA_000438255.1, s__CAG-269 sp000438255, 95.0, 77.84, 0.38; GCA_900554365.1, s__CAG-269 sp900554365, 95.0, 77.83, 0.34; GCA_000437215.1, s__CAG-269 sp000437215, 95.0, 77.79, 0.38; GCA_900553125.1, s__CAG-269 sp900553125, 95.0, 77.77, 0.32; GCA_000435535.1, s__CAG-269 sp000435535, 95.0, 77.68, 0.4; GCA_001916035.1, s__CAG-269 sp001916035, 95.0, 77.66, 0.31; GCF_900762425.1, s__CAG-269 sp900762425, 95.0, 77.57, 0.36; GCA_002372935.1, s__CAG-269 sp002372935, 95.0, 77.38, 0.35; GCA_900556945.1, s__CAG-269 sp900556945, 95.0, 77.37, 0.33; GCA_900554175.1, s__CAG-269 sp900554175, 95.0, 77.29, 0.29; GCA_003518755.1, s__CAG-269 sp003518755, 95.0, 76.97, 0.29; GCA_900556865.1, s__CAG-269 sp900556865, 95.0, 76.83, 0.34; GCA_902787685.1, s__CAG-269 sp902787685, 95.0, 76.82, 0.26	78.2	11	0.9804264855863523	N/A
ERR4303148bin.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	GCF_000154205.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	98.58	0.89	GCF_000154205.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	98.58	0.89	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000614125.1, s__Bacteroides rodentium, 95.0, 94.87, 0.72; GCF_004793475.1, s__Bacteroides sp002491635, 95.0, 92.24, 0.68; GCA_902388495.1, s__Bacteroides sp902388495, 95.0, 81.84, 0.5; GCF_000195635.1, s__Bacteroides fluxus, 95.0, 81.64, 0.48; GCF_000154525.1, s__Bacteroides stercoris, 95.0, 80.57, 0.42; GCF_900129655.1, s__Bacteroides clarus, 95.0, 80.33, 0.43; GCF_000374365.1, s__Bacteroides gallinarum, 95.0, 80.25, 0.41; GCF_003438615.1, s__Bacteroides sp003545565, 95.0, 80.17, 0.4; GCF_004342845.1, s__Bacteroides heparinolyticus, 95.0, 80.0, 0.42; GCF_000155815.1, s__Bacteroides eggerthii, 95.0, 79.96, 0.38; GCF_900241005.1, s__Bacteroides cutis, 95.0, 79.85, 0.35; GCF_000186225.1, s__Bacteroides helcogenes, 95.0, 79.8, 0.4; GCF_000315485.1, s__Bacteroides oleiciplenus, 95.0, 79.59, 0.41; GCF_002998435.1, s__Bacteroides zoogleoformans, 95.0, 79.48, 0.4; GCF_000614165.1, s__Bacteroides stercorirosoris, 95.0, 79.46, 0.41; GCF_900108345.1, s__Bacteroides ndongoniae, 95.0, 79.37, 0.29; GCF_902364365.1, s__Bacteroides sp900556215, 95.2143, 79.35, 0.37; GCF_000011065.1, s__Bacteroides thetaiotaomicron, 95.0, 79.27, 0.23; GCF_000172175.1, s__Bacteroides intestinalis, 95.0, 79.23, 0.37; GCF_000513195.1, s__Bacteroides timonensis, 95.0, 79.16, 0.37; GCA_900552405.1, s__Bacteroides sp900552405, 95.0, 79.06, 0.36; GCA_900555635.1, s__Bacteroides sp900555635, 95.0, 79.01, 0.41; GCF_003464595.1, s__Bacteroides intestinalis_A, 95.2143, 78.99, 0.39; GCF_000158035.1, s__Bacteroides cellulosilyticus, 95.0, 78.98, 0.38; GCF_900155865.1, s__Bacteroides bouchesdurhonensis, 95.0, 78.84, 0.16; GCF_900130135.1, s__Bacteroides togonis, 95.0, 78.74, 0.24; GCF_900128475.1, s__Bacteroides massiliensis_A, 95.0, 78.72, 0.26; GCF_002849695.1, s__Bacteroides fragilis_A, 95.0, 78.64, 0.21; GCA_900760255.1, s__Bacteroides sp900760255, 95.0, 78.52, 0.18; GCF_009193325.2, s__Bacteroides sp900066265, 95.8579, 78.49, 0.2; GCA_000210075.1, s__Bacteroides xylanisolvens, 95.0, 78.45, 0.21; GCF_001688725.2, s__Bacteroides caecimuris, 95.0, 78.41, 0.18; GCA_900755095.1, s__Bacteroides sp900755095, 95.0, 78.39, 0.13; GCA_900557355.1, s__Bacteroides sp900557355, 95.0, 78.32, 0.2; GCF_900130125.1, s__Bacteroides congonensis, 95.0, 78.32, 0.23; GCF_900106755.1, s__Bacteroides faecis, 95.0, 78.32, 0.22; GCF_009193295.2, s__Bacteroides sp007097645, 95.0, 78.26, 0.2; GCF_000613385.1, s__Bacteroides acidifaciens, 95.0, 78.25, 0.2; GCF_002222615.2, s__Bacteroides caccae, 95.0, 78.19, 0.19; GCF_903181435.1, s__Bacteroides acidifaciens_A, 95.0, 78.19, 0.22; GCA_900553815.1, s__Bacteroides sp900553815, 95.0, 78.15, 0.23; GCF_003865075.1, s__Bacteroides sp003865075, 95.0, 78.1, 0.15; GCA_900547205.1, s__Bacteroides sp900547205, 95.0, 78.08, 0.19; GCF_012113595.1, s__Bacteroides sp012113595, 95.0, 78.06, 0.22; GCA_002293435.1, s__Bacteroides sp002293435, 95.0, 78.02, 0.24; GCF_000381365.1, s__Bacteroides salyersiae, 95.0, 78.02, 0.21; GCF_902362375.1, s__Bacteroides sp902362375, 95.0, 77.99, 0.21; GCF_000025985.1, s__Bacteroides fragilis, 95.0, 77.98, 0.19; GCF_014334015.1, s__Bacteroides sp003463205, 95.0, 77.98, 0.21; GCF_000613465.1, s__Bacteroides nordii, 95.0, 77.97, 0.19; GCF_000614145.1, s__Bacteroides faecichinchillae, 95.0, 77.97, 0.15; GCA_014385165.1, s__Bacteroides sp014385165, 95.0, 77.95, 0.17; GCF_000156195.1, s__Bacteroides finegoldii, 95.8579, 77.92, 0.2; GCF_001314995.1, s__Bacteroides ovatus, 95.0, 77.87, 0.21; GCA_002471185.1, s__Bacteroides sp002471185, 95.0, 77.85, 0.08; GCF_000428105.1, s__Bacteroides pyogenes, 95.0, 77.72, 0.15; GCF_014196225.1, s__Bacteroides pyogenes_A, 95.0, 77.72, 0.17; GCA_900765805.1, s__Bacteroides sp900765805, 95.0, 77.64, 0.14; GCA_900761785.1, s__Bacteroides sp900761785, 95.0, 77.59, 0.19; GCA_900766005.1, s__Bacteroides sp900766005, 95.0, 77.54, 0.21; GCA_900765785.1, s__Bacteroides sp900765785, 95.0, 77.51, 0.16; GCF_000499785.1, s__Bacteroides neonati, 95.0, 77.49, 0.12; GCA_009929715.1, s__Bacteroides sp009929715, 95.0, 77.48, 0.11; GCF_000517545.1, s__Bacteroides reticulotermitis, 95.0, 77.42, 0.13; GCA_002471195.1, s__Bacteroides sp002471195, 95.0, 77.41, 0.07; GCF_002160055.1, s__Bacteroides sp002160055, 95.0, 77.37, 0.17; GCF_010500995.1, s__Bacteroides sp010500995, 95.0, 77.36, 0.08; GCA_900556625.1, s__Bacteroides sp900556625, 95.0, 77.26, 0.16; GCF_010500965.1, s__Bacteroides sp010500965, 95.0, 77.19, 0.11; GCF_007896885.1, s__Bacteroides sp007896885, 95.0, 77.17, 0.12; GCA_900766195.1, s__Bacteroides sp900766195, 95.0, 77.17, 0.11; GCA_900762525.1, s__Bacteroides sp900762525, 95.0, 77.08, 0.14; GCF_010500955.1, s__Bacteroides sp010500955, 95.0, 77.04, 0.08; GCF_010501015.1, s__Bacteroides sp010501015, 95.0, 77.0, 0.07; GCF_000428125.1, s__Bacteroides graminisolvens, 95.0, 76.88, 0.1; GCA_002307035.1, s__Bacteroides sp002307035, 95.0, 76.8, 0.08; GCF_900104585.1, s__Bacteroides ihuae, 95.0, 76.71, 0.09	97.08	11	N/A	N/A
ERR4303148bin.29	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-465;g__CAG-465;s__	N/A	N/A	N/A	N/A	N/A	GCA_000433135.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-465;g__CAG-465;s__CAG-465 sp000433135	77.49	0.21	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-465;g__CAG-465;s__	taxonomic classification defined by topology and ANI	N/A	GCA_900554875.1, s__CAG-465 sp900554875, 95.0, 77.89, 0.24; GCF_900772475.1, s__CAG-465 sp900772475, 95.0, 77.67, 0.23; GCA_000433755.1, s__CAG-465 sp000433755, 95.0, 77.66, 0.25; GCA_000433335.1, s__CAG-465 sp000433335, 95.0, 77.17, 0.25	85.86	11	0.9135563464144671	N/A
ERR4303149bin.21	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-314;g__CAG-1435;s__CAG-1435 sp000433775	GCA_000433775.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-314;g__CAG-1435;s__CAG-1435 sp000433775	97.96	0.9	GCA_000433775.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-314;g__CAG-1435;s__CAG-1435 sp000433775	97.96	0.9	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-314;g__CAG-1435;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003537755.1, s__CAG-1435 sp003537755, 95.0, 77.91, 0.17; GCF_900769665.1, s__CAG-1435 sp900769665, 95.0, 77.8, 0.14	88.13	11	N/A	N/A
ERR4303149bin.27	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp002160915	GCF_002160915.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp002160915	98.35	0.91	GCF_002160915.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp002160915	98.35	0.91	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_002160895.1, s__Faecalibacterium sp002160895, 95.0, 85.69, 0.75; GCA_900539945.1, s__Faecalibacterium sp900539945, 95.0, 81.29, 0.49; GCF_002550035.1, s__Faecalibacterium prausnitzii_E, 95.0, 80.91, 0.48; GCA_900765705.1, s__Faecalibacterium sp900765705, 95.0, 80.84, 0.36; GCF_010509575.1, s__Faecalibacterium prausnitzii_C, 95.0, 80.8, 0.48; GCF_002549775.1, s__Faecalibacterium prausnitzii_F, 95.0, 80.8, 0.53; GCA_900758465.1, s__Faecalibacterium sp900758465, 95.0, 80.77, 0.5; GCF_002549975.1, s__Faecalibacterium prausnitzii_H, 95.0, 80.76, 0.47; GCF_003324185.1, s__Faecalibacterium prausnitzii, 95.0612, 80.69, 0.48; GCF_003287405.1, s__Faecalibacterium prausnitzii_J, 95.0, 80.67, 0.47; GCF_003287495.1, s__Faecalibacterium prausnitzii_I, 95.0, 80.66, 0.48; GCF_002550015.1, s__Faecalibacterium prausnitzii_A, 95.0612, 80.66, 0.45; GCA_900772565.1, s__Faecalibacterium sp900772565, 95.0, 80.55, 0.44; GCA_900539885.1, s__Faecalibacterium sp900539885, 95.0, 80.54, 0.45; GCF_003293635.1, s__Faecalibacterium prausnitzii_G, 95.0, 80.46, 0.46; GCA_900540455.1, s__Faecalibacterium sp900540455, 95.0, 80.44, 0.44; GCF_002549755.1, s__Faecalibacterium prausnitzii_D, 95.0, 80.31, 0.47; GCA_004558805.1, s__Faecalibacterium prausnitzii_M, 95.0, 80.25, 0.46; GCA_003449675.1, s__Faecalibacterium sp003449675, 95.0, 80.17, 0.45; GCA_900765105.1, s__Faecalibacterium sp900765105, 95.0, 79.97, 0.43; GCA_900551435.1, s__Faecalibacterium sp900551435, 95.0, 79.79, 0.41; GCA_002313795.1, s__Faecalibacterium prausnitzii_L, 95.0, 79.67, 0.39	81.46	11	N/A	N/A
ERR4303149bin.29	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_E;s__	N/A	N/A	N/A	N/A	N/A	GCF_000407565.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_E;s__Enterococcus_E cecorum	92.22	0.74	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_E;s__	taxonomic classification defined by topology and ANI	N/A	GCF_000406925.1, s__Enterococcus_E columbae, 95.0, 80.72, 0.39	97.24	11	0.9942776300939784	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
ERR4303149bin.36	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__	ANI	N/A	GCA_000438355.1, s__CAG-273 sp000438355, 95.0, 78.55, 0.38; GCF_900752335.1, s__CAG-273 sp900752335, 95.0, 78.39, 0.29; GCA_003507395.1, s__CAG-273 sp003507395, 95.0, 78.26, 0.35; GCA_000435755.1, s__CAG-273 sp000435755, 95.0, 78.25, 0.38; GCA_003534295.1, s__CAG-273 sp003534295, 95.0, 78.23, 0.32; GCA_000437855.1, s__CAG-273 sp000437855, 95.0, 78.19, 0.37; GCA_902406115.1, s__CAG-273 sp902406115, 95.0, 78.1, 0.31; GCF_900752095.1, s__CAG-273 sp900752095, 95.0, 77.97, 0.32	78.58	11	0.9211960460088418	N/A
ERR4303150bin.25	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__Butyricicoccus pullicaecorum	GCF_900167005.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__Butyricicoccus pullicaecorum	96.76	0.92	GCF_900167005.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__Butyricicoccus pullicaecorum	96.76	0.92	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_004552245.1, s__Butyricicoccus sp004552245, 95.0, 80.35, 0.55; GCF_900604335.1, s__Butyricicoccus sp900604335, 95.0, 78.91, 0.25; GCA_900547195.1, s__Butyricicoccus sp900547195, 95.0, 78.13, 0.19	96.53	11	N/A	N/A
